name,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h,actualized
Brno-Zvonařka,,34.8,,43.3,,60.9,18.1,2022-08-26 19:29:49.000000
Brno-Líšeň,,,,40.0,,54.0,17.0,2022-08-26 19:29:49.000000
Brno-Masná,,,,38.0,,46.8,16.0,2022-08-26 19:29:49.000000
Brno-Tuřany,5.1,11.5,,40.0,79.0,47.4,13.0,2022-08-26 19:29:49.000000
Brno-Svatoplukova,,41.5,451.0,44.6,,48.1,17.9,2022-08-26 19:29:49.000000
Brno - Dětská nemocnice,,22.4,,35.0,93.6,40.9,18.0,2022-08-26 19:29:49.000000
Brno-Úvoz (hot spot),,56.6,1.0,39.0,,43.1,16.0,2022-08-26 19:29:49.000000
Brno-Lány,5.1,16.3,233.0,47.3,86.8,46.7,19.2,2022-08-26 19:29:49.000000
Brno-Výstaviště,,36.7,,40.9,,47.1,16.7,2022-08-26 19:29:49.000000
Brno-Líšeň,,,,39.0,,54.4,11.0,2022-08-26 20:29:48.000000
Brno-Masná,,,,39.0,,46.9,17.0,2022-08-26 20:29:48.000000
Brno - Dětská nemocnice,,68.7,,45.0,47.1,42.1,27.0,2022-08-26 20:29:48.000000
Brno-Zvonařka,,41.1,,50.4,,61.1,21.1,2022-08-26 20:29:48.000000
Brno-Tuřany,5.3,8.0,,29.0,74.0,47.3,21.0,2022-08-26 20:29:48.000000
Brno-Úvoz (hot spot),,35.6,1.0,39.0,,43.3,17.0,2022-08-26 20:29:48.000000
Brno-Arboretum,,8.2,,36.2,101.5,42.5,16.2,2022-08-26 20:29:48.000000
Brno-Lány,5.1,22.4,262.0,65.7,69.2,47.8,25.9,2022-08-26 20:29:48.000000
Brno-Výstaviště,,45.5,,41.5,,47.6,18.0,2022-08-26 20:29:48.000000
Brno-Svatoplukova,,39.0,437.0,49.3,,48.3,20.4,2022-08-26 20:29:48.000000
Brno-Úvoz (hot spot),,29.8,1.0,39.0,,43.5,18.0,2022-08-26 21:29:49.000000
Brno-Svatoplukova,,33.7,422.0,52.6,,48.8,21.8,2022-08-26 21:29:49.000000
Brno-Arboretum,,6.3,,36.5,103.9,42.5,16.5,2022-08-26 21:29:49.000000
Brno-Zvonařka,,25.1,,48.0,,61.2,21.7,2022-08-26 21:29:49.000000
Brno-Lány,4.3,27.0,262.0,51.5,53.9,48.6,25.6,2022-08-26 21:29:49.000000
Brno-Výstaviště,,36.5,,41.7,,47.9,20.5,2022-08-26 21:29:49.000000
Brno-Masná,,,,41.0,,47.0,18.0,2022-08-26 21:29:49.000000
Brno - Dětská nemocnice,,,,25.0,69.2,41.7,16.0,2022-08-26 21:29:49.000000
Brno-Líšeň,,,,39.0,,54.2,12.0,2022-08-26 21:29:49.000000
Brno-Tuřany,5.6,17.6,,33.0,55.5,47.0,28.0,2022-08-26 21:29:49.000000
Brno-Výstaviště,,,,,,48.1,0.0,2022-08-26 22:29:49.000000
Brno-Tuřany,,,,,,46.5,0.0,2022-08-26 22:29:49.000000
Brno-Úvoz (hot spot),,,1.0,,,44.0,0.0,2022-08-26 22:29:49.000000
Brno-Svatoplukova,,,399.0,,,49.7,0.0,2022-08-26 22:29:49.000000
Brno-Lány,,,283.0,,,49.7,0.0,2022-08-26 22:29:49.000000
Brno-Arboretum,,,,,,42.5,0.0,2022-08-26 22:29:49.000000
Brno-Zvonařka,,,,,,62.0,0.0,2022-08-26 22:29:49.000000
Brno-Masná,,,,,,47.2,0.0,2022-08-26 22:29:49.000000
Brno - Dětská nemocnice,,,,,,41.7,0.0,2022-08-26 22:29:49.000000
Brno-Líšeň,,,,,,52.6,0.0,2022-08-26 22:29:49.000000
Brno - Dětská nemocnice,,21.8,,18.0,64.4,40.8,21.0,2022-08-26 23:29:56.000000
Brno-Svatoplukova,,28.5,379.0,48.2,,49.6,23.9,2022-08-26 23:29:56.000000
Brno-Zvonařka,,28.9,,48.7,,61.5,24.1,2022-08-26 23:29:56.000000
Brno-Líšeň,,,,28.0,,51.6,20.0,2022-08-26 23:29:56.000000
Brno-Tuřany,5.9,27.0,,37.0,37.1,46.1,20.0,2022-08-26 23:29:56.000000
Brno-Arboretum,,26.6,,38.7,58.5,42.3,19.9,2022-08-26 23:29:56.000000
Brno-Masná,,,,40.0,,46.9,19.0,2022-08-26 23:29:56.000000
Brno-Výstaviště,,22.8,,38.1,,47.7,18.8,2022-08-26 23:29:56.000000
Brno-Úvoz (hot spot),,30.0,1.0,35.0,,43.6,19.0,2022-08-26 23:29:56.000000
Brno-Lány,5.1,60.4,291.0,41.5,1.0,49.4,27.9,2022-08-26 23:29:56.000000
Brno-Lány,,,300.0,,,49.3,0.0,2022-08-27 01:29:55.000000
Brno-Svatoplukova,,,333.0,,,49.1,0.0,2022-08-27 01:29:55.000000
Brno-Tuřany,,,,,,44.8,0.0,2022-08-27 01:29:55.000000
Brno-Výstaviště,,,,,,47.0,0.0,2022-08-27 01:29:55.000000
Brno-Arboretum,,,,,,41.7,0.0,2022-08-27 01:29:55.000000
Brno - Dětská nemocnice,,,,,,40.7,0.0,2022-08-27 01:29:55.000000
Brno-Masná,,,,,,46.4,0.0,2022-08-27 01:29:55.000000
Brno-Zvonařka,,,,,,62.7,0.0,2022-08-27 01:29:55.000000
Brno-Líšeň,,,,,,47.8,0.0,2022-08-27 01:29:55.000000
Brno-Úvoz (hot spot),,,1.0,,,43.6,0.0,2022-08-27 01:29:55.000000
Brno-Výstaviště,,6.5,,23.1,,46.0,11.2,2022-08-27 02:29:56.000000
Brno-Lány,4.3,8.4,291.0,18.4,86.4,48.1,11.5,2022-08-27 02:29:56.000000
Brno - Dětská nemocnice,,7.1,,42.0,77.8,40.8,23.0,2022-08-27 02:29:56.000000
Brno-Líšeň,,,,47.0,,47.8,29.0,2022-08-27 02:29:56.000000
Brno-Zvonařka,,6.5,,29.0,,61.3,12.5,2022-08-27 02:29:56.000000
Brno-Úvoz (hot spot),,15.1,1.0,28.0,,43.0,14.0,2022-08-27 02:29:56.000000
Brno-Tuřany,5.6,8.4,,33.0,,44.3,15.0,2022-08-27 02:29:56.000000
Brno-Svatoplukova,,9.0,320.0,26.3,,48.2,16.3,2022-08-27 02:29:56.000000
Brno-Arboretum,,7.5,,25.5,78.6,41.1,13.5,2022-08-27 02:29:56.000000
Brno-Masná,,,,30.0,,45.7,14.0,2022-08-27 02:29:56.000000
Brno - Dětská nemocnice,,,,,,40.3,0.0,2022-08-27 03:29:57.000000
Brno-Tuřany,,,,,,43.6,0.0,2022-08-27 03:29:57.000000
Brno-Výstaviště,,,,,,44.5,0.0,2022-08-27 03:29:57.000000
Brno-Lány,,,266.0,,,46.7,0.0,2022-08-27 03:29:57.000000
Brno-Zvonařka,,,,,,60.8,0.0,2022-08-27 03:29:57.000000
Brno-Svatoplukova,,,300.0,,,46.8,0.0,2022-08-27 03:29:57.000000
Brno-Masná,,,,,,44.0,0.0,2022-08-27 03:29:57.000000
Brno-Úvoz (hot spot),,,1.0,,,41.4,0.0,2022-08-27 03:29:57.000000
Brno-Arboretum,,,,,,39.5,0.0,2022-08-27 03:29:57.000000
Brno-Líšeň,,,,,,45.8,0.0,2022-08-27 03:29:57.000000
Brno-Tuřany,,,,,,42.5,0.0,2022-08-27 04:29:57.000000
Brno-Zvonařka,,,,,,59.3,0.0,2022-08-27 04:29:57.000000
Brno-Masná,,,,,,42.4,0.0,2022-08-27 04:29:57.000000
Brno-Líšeň,,,,,,44.1,0.0,2022-08-27 04:29:57.000000
Brno-Arboretum,,,,,,38.0,0.0,2022-08-27 04:29:57.000000
Brno-Svatoplukova,,,283.0,,,45.6,0.0,2022-08-27 04:29:57.000000
Brno - Dětská nemocnice,,,,,,39.5,0.0,2022-08-27 04:29:57.000000
Brno-Lány,,,250.0,,,45.3,0.0,2022-08-27 04:29:57.000000
Brno-Výstaviště,,,,,,42.9,0.0,2022-08-27 04:29:57.000000
Brno-Úvoz (hot spot),,,1.0,,,39.9,0.0,2022-08-27 04:29:57.000000
Brno-Líšeň,,,,13.0,,42.8,8.0,2022-08-27 05:29:56.000000
Brno-Výstaviště,,5.9,,12.2,,41.6,5.4,2022-08-27 05:29:56.000000
Brno-Úvoz (hot spot),,10.3,1.0,10.0,,38.7,5.0,2022-08-27 05:29:56.000000
Brno-Tuřany,4.5,5.0,,14.0,94.6,41.3,4.0,2022-08-27 05:29:56.000000
Brno-Zvonařka,,6.1,,16.3,,57.5,6.5,2022-08-27 05:29:56.000000
Brno-Masná,,,,11.0,,41.1,5.0,2022-08-27 05:29:56.000000
Brno - Dětská nemocnice,,2.9,,21.0,98.4,38.7,5.0,2022-08-27 05:29:56.000000
Brno-Arboretum,,2.3,,9.2,103.5,36.8,4.6,2022-08-27 05:29:56.000000
Brno-Lány,4.5,5.7,248.0,13.5,97.0,44.0,7.4,2022-08-27 05:29:56.000000
Brno-Svatoplukova,,8.4,277.0,9.8,,44.1,6.7,2022-08-27 05:29:56.000000
Brno-Výstaviště,,,,,,39.0,0.0,2022-08-27 06:29:57.000000
Brno-Zvonařka,,,,,,56.0,0.0,2022-08-27 06:29:57.000000
Brno-Svatoplukova,,,266.0,,,42.0,0.0,2022-08-27 06:29:57.000000
Brno-Masná,,,,,,39.0,0.0,2022-08-27 06:29:57.000000
Brno-Arboretum,,,,,,35.1,0.0,2022-08-27 06:29:57.000000
Brno-Lány,,,216.0,,,42.3,0.0,2022-08-27 06:29:57.000000
Brno-Líšeň,,,,,,39.0,0.0,2022-08-27 06:29:57.000000
Brno-Úvoz (hot spot),,,1.0,,,36.8,0.0,2022-08-27 06:29:57.000000
Brno-Tuřany,,,,,,39.1,0.0,2022-08-27 06:29:57.000000
Brno - Dětská nemocnice,,,,,,36.7,0.0,2022-08-27 06:29:57.000000
Brno-Arboretum,,6.9,,11.2,92.2,34.1,5.1,2022-08-27 07:29:57.000000
Brno - Dětská nemocnice,,79.2,,14.0,30.3,35.8,11.0,2022-08-27 07:29:57.000000
Brno-Zvonařka,,29.5,,13.5,,54.3,9.1,2022-08-27 07:29:57.000000
Brno-Tuřany,4.8,3.6,,14.0,98.4,38.0,11.0,2022-08-27 07:29:57.000000
Brno-Líšeň,,,,21.0,,38.3,14.0,2022-08-27 07:29:57.000000
Brno-Úvoz (hot spot),,25.6,1.0,11.0,,35.8,6.0,2022-08-27 07:29:57.000000
Brno-Výstaviště,,23.3,,16.1,,38.0,7.3,2022-08-27 07:29:57.000000
Brno-Masná,,,,16.0,,38.0,6.0,2022-08-27 07:29:57.000000
Brno-Lány,4.8,16.6,218.0,16.3,68.8,41.3,11.1,2022-08-27 07:29:57.000000
Brno-Svatoplukova,,46.5,262.0,16.0,,40.9,10.7,2022-08-27 07:29:57.000000
Brno-Úvoz (hot spot),,32.9,1.0,11.0,,34.0,6.0,2022-08-27 08:29:56.000000
Brno-Zvonařka,,35.2,,15.0,,51.2,10.3,2022-08-27 08:29:56.000000
Brno-Masná,,,,14.0,,36.4,7.0,2022-08-27 08:29:56.000000
Brno-Svatoplukova,,38.1,248.0,15.1,,39.5,10.4,2022-08-27 08:29:56.000000
Brno-Arboretum,,12.6,,10.9,70.4,32.6,5.6,2022-08-27 08:29:56.000000
Brno-Líšeň,,,,18.0,,36.1,11.0,2022-08-27 08:29:56.000000
Brno - Dětská nemocnice,,35.2,,17.0,50.1,35.1,6.0,2022-08-27 08:29:56.000000
Brno-Lány,4.5,25.3,218.0,15.4,57.9,39.8,10.6,2022-08-27 08:29:56.000000
Brno-Výstaviště,,27.9,,15.1,,36.0,8.0,2022-08-27 08:29:56.000000
Brno-Tuřany,5.1,10.1,,21.0,81.4,36.5,8.0,2022-08-27 08:29:56.000000
Brno-Svatoplukova,,52.2,248.0,18.1,,38.2,12.5,2022-08-27 09:29:57.000000
Brno - Dětská nemocnice,,18.2,,16.0,65.0,33.5,15.0,2022-08-27 09:29:57.000000
Brno-Líšeň,,,,14.0,,34.5,12.0,2022-08-27 09:29:57.000000
Brno-Výstaviště,,35.0,,15.3,,33.7,7.8,2022-08-27 09:29:57.000000
Brno-Arboretum,,15.3,,11.9,62.6,30.8,6.1,2022-08-27 09:29:57.000000
Brno-Lány,4.5,22.6,233.0,17.9,59.3,37.9,12.2,2022-08-27 09:29:57.000000
Brno-Zvonařka,,36.5,,16.4,,47.3,11.0,2022-08-27 09:29:57.000000
Brno-Tuřany,5.1,7.8,,19.0,79.8,34.5,7.0,2022-08-27 09:29:57.000000
Brno-Masná,,,,20.0,,34.7,8.0,2022-08-27 09:29:57.000000
Brno-Úvoz (hot spot),,,1.0,12.0,,32.3,7.0,2022-08-27 09:29:57.000000
Brno - Dětská nemocnice,,,,,,31.0,0.0,2022-08-27 10:29:57.000000
Brno-Arboretum,,,,,,27.6,0.0,2022-08-27 10:29:57.000000
Brno-Svatoplukova,,,283.0,,,34.1,0.0,2022-08-27 10:29:57.000000
Brno-Úvoz (hot spot),,,,,,28.6,0.0,2022-08-27 10:29:57.000000
Brno-Tuřany,,,,,,30.3,0.0,2022-08-27 10:29:57.000000
Brno-Výstaviště,,,,,,29.8,0.0,2022-08-27 10:29:57.000000
Brno-Zvonařka,,,,,,40.8,0.0,2022-08-27 10:29:57.000000
Brno-Masná,,,,,,31.0,0.0,2022-08-27 10:29:57.000000
Brno-Lány,,,266.0,,,33.3,0.0,2022-08-27 10:29:57.000000
Brno-Líšeň,,,,,,33.3,0.0,2022-08-27 10:29:57.000000
Brno - Dětská nemocnice,,12.4,,22.0,83.4,30.6,5.0,2022-08-27 11:29:56.000000
Brno-Zvonařka,,,,,,40.8,0.0,2022-08-27 11:29:56.000000
Brno-Svatoplukova,,,283.0,,,34.1,0.0,2022-08-27 11:29:56.000000
Brno-Lány,,,266.0,,,33.3,0.0,2022-08-27 11:29:56.000000
Brno-Tuřany,4.5,5.5,,12.0,89.8,29.6,9.0,2022-08-27 11:29:56.000000
Brno-Úvoz (hot spot),,38.4,,14.0,,28.0,8.0,2022-08-27 11:29:56.000000
Brno-Arboretum,,,,,,27.6,0.0,2022-08-27 11:29:56.000000
Brno-Výstaviště,,,,,,29.8,0.0,2022-08-27 11:29:56.000000
Brno-Masná,,,,18.0,,30.5,9.0,2022-08-27 11:29:56.000000
Brno-Líšeň,,,,28.0,,33.1,23.0,2022-08-27 11:29:56.000000
Brno-Lány,,,272.0,,,32.4,0.0,2022-08-27 12:29:57.000000
Brno - Dětská nemocnice,,5.2,,26.0,92.2,29.3,4.0,2022-08-27 12:29:57.000000
Brno-Svatoplukova,,,291.0,,,33.2,0.0,2022-08-27 12:29:57.000000
Brno-Výstaviště,,,,,,28.9,0.0,2022-08-27 12:29:57.000000
Brno-Masná,,,,14.0,,28.9,8.0,2022-08-27 12:29:57.000000
Brno-Arboretum,,,,,,26.7,0.0,2022-08-27 12:29:57.000000
Brno-Úvoz (hot spot),,30.0,,17.0,,26.5,8.0,2022-08-27 12:29:57.000000
Brno-Zvonařka,,,,,,39.5,0.0,2022-08-27 12:29:57.000000
Brno-Líšeň,,,,34.0,,32.0,19.0,2022-08-27 12:29:57.000000
Brno-Tuřany,4.8,2.9,,18.0,94.0,28.0,11.0,2022-08-27 12:29:57.000000
Brno-Úvoz (hot spot),,,,,,24.8,0.0,2022-08-27 13:29:58.000000
Brno-Líšeň,,,,,,30.3,0.0,2022-08-27 13:29:58.000000
Brno-Zvonařka,,,,,,35.1,0.0,2022-08-27 13:29:58.000000
Brno-Výstaviště,,,,,,27.8,0.0,2022-08-27 13:29:58.000000
Brno-Svatoplukova,,,,,,31.7,0.0,2022-08-27 13:29:58.000000
Brno - Dětská nemocnice,,,,,,27.3,0.0,2022-08-27 13:29:58.000000
Brno-Arboretum,,,,,,25.4,0.0,2022-08-27 13:29:58.000000
Brno-Tuřany,,,,,,26.3,0.0,2022-08-27 13:29:58.000000
Brno-Masná,,,,,,26.9,0.0,2022-08-27 13:29:58.000000
Brno-Lány,,,,,,31.5,0.0,2022-08-27 13:29:58.000000
Brno-Úvoz (hot spot),,28.1,,18.0,,24.5,9.0,2022-08-27 14:29:58.000000
Brno-Zvonařka,,,,,,35.1,0.0,2022-08-27 14:29:58.000000
Brno-Výstaviště,,,,,,27.8,0.0,2022-08-27 14:29:58.000000
Brno-Tuřany,,,,20.0,99.6,26.0,9.0,2022-08-27 14:29:58.000000
Brno-Lány,,,,,,31.5,0.0,2022-08-27 14:29:58.000000
Brno - Dětská nemocnice,,8.0,,12.0,106.1,26.6,10.0,2022-08-27 14:29:58.000000
Brno-Arboretum,,,,,,25.4,0.0,2022-08-27 14:29:58.000000
Brno-Svatoplukova,,,,,,31.7,0.0,2022-08-27 14:29:58.000000
Brno-Masná,,,,16.0,,26.5,8.0,2022-08-27 14:29:58.000000
Brno-Líšeň,,,,16.0,,29.7,14.0,2022-08-27 14:29:58.000000
Brno-Arboretum,,,,,,24.3,0.0,2022-08-27 16:29:58.000000
Brno-Výstaviště,,,,,,26.8,0.0,2022-08-27 16:29:58.000000
Brno-Svatoplukova,,,,,,30.6,0.0,2022-08-27 16:29:58.000000
Brno-Tuřany,5.3,1.0,,15.0,98.6,24.3,5.0,2022-08-27 16:29:58.000000
Brno-Lány,,,,,,30.5,0.0,2022-08-27 16:29:58.000000
Brno - Dětská nemocnice,,26.2,,10.0,80.6,24.0,4.0,2022-08-27 16:29:58.000000
Brno-Zvonařka,,,,,,32.4,0.0,2022-08-27 16:29:58.000000
Brno-Líšeň,,,,12.0,,26.9,7.0,2022-08-27 16:29:58.000000
Brno-Masná,,,,,,25.5,0.0,2022-08-27 16:29:58.000000
Brno-Úvoz (hot spot),,21.0,,16.0,,22.8,9.0,2022-08-27 16:29:58.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-27 17:29:58.000000
Brno - Dětská nemocnice,,49.2,,24.0,60.8,23.4,3.0,2022-08-27 17:29:58.000000
Brno-Úvoz (hot spot),,23.5,,14.0,,21.8,9.0,2022-08-27 17:29:58.000000
Brno-Masná,,,,,,25.0,0.0,2022-08-27 17:29:58.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-27 17:29:58.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-27 17:29:58.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-27 17:29:58.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-27 17:29:58.000000
Brno-Líšeň,,,,17.0,,26.2,4.0,2022-08-27 17:29:58.000000
Brno-Tuřany,5.6,1.0,,9.0,95.2,23.3,8.0,2022-08-27 17:29:58.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-27 19:29:58.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-27 19:29:58.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-27 19:29:58.000000
Brno - Dětská nemocnice,,17.0,,10.0,84.4,22.0,8.0,2022-08-27 19:29:58.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-27 19:29:58.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-27 19:29:58.000000
Brno-Tuřany,5.3,4.4,,8.0,86.6,20.9,3.0,2022-08-27 19:29:58.000000
Brno-Líšeň,,,,17.0,,24.7,3.0,2022-08-27 19:29:58.000000
Brno-Úvoz (hot spot),,30.0,,11.0,,19.8,6.0,2022-08-27 19:29:58.000000
Brno-Masná,,,,,,23.7,0.0,2022-08-27 19:29:58.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-27 20:29:58.000000
Brno-Líšeň,,,,,,23.3,0.0,2022-08-27 20:29:58.000000
Brno-Masná,,,,,,21.3,0.0,2022-08-27 20:29:58.000000
Brno - Dětská nemocnice,,,,,,20.3,0.0,2022-08-27 20:29:58.000000
Brno-Tuřany,,,,,,19.7,0.0,2022-08-27 20:29:58.000000
Brno-Úvoz (hot spot),,,,,,17.8,0.0,2022-08-27 20:29:58.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-27 20:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-27 20:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-27 20:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-27 20:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-27 21:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-27 21:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-27 21:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-27 21:29:59.000000
Brno - Dětská nemocnice,,24.7,,12.0,30.3,20.0,14.0,2022-08-27 21:29:59.000000
Brno-Líšeň,,,,16.0,,23.0,9.0,2022-08-27 21:29:59.000000
Brno-Tuřany,4.8,26.6,,22.0,34.1,19.8,10.0,2022-08-27 21:29:59.000000
Brno-Masná,,,,16.0,,21.1,9.0,2022-08-27 21:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-27 21:29:59.000000
Brno-Úvoz (hot spot),,35.4,,15.0,,17.7,9.0,2022-08-27 21:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-27 22:29:59.000000
Brno - Dětská nemocnice,,17.0,,14.0,,19.3,19.0,2022-08-27 22:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-27 22:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-27 22:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-27 22:29:59.000000
Brno-Masná,,,,17.0,,19.8,10.0,2022-08-27 22:29:59.000000
Brno-Úvoz (hot spot),,27.4,,20.0,,17.0,9.0,2022-08-27 22:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-27 22:29:59.000000
Brno-Tuřany,5.1,17.4,,20.0,30.3,19.2,20.0,2022-08-27 22:29:59.000000
Brno-Líšeň,,,,24.0,,22.5,16.0,2022-08-27 22:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-27 23:29:59.000000
Brno-Masná,,,,,,17.2,0.0,2022-08-27 23:29:59.000000
Brno-Tuřany,,,,,,17.6,0.0,2022-08-27 23:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-27 23:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-27 23:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-27 23:29:59.000000
Brno-Líšeň,,,,,,21.9,0.0,2022-08-27 23:29:59.000000
Brno - Dětská nemocnice,,,,,,18.3,0.0,2022-08-27 23:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-27 23:29:59.000000
Brno-Úvoz (hot spot),,,,,,15.4,0.0,2022-08-27 23:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-28 00:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-28 00:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-28 00:29:59.000000
Brno - Dětská nemocnice,,5.7,,22.0,55.5,18.5,9.0,2022-08-28 00:29:59.000000
Brno-Líšeň,,,,14.0,,21.5,16.0,2022-08-28 00:29:59.000000
Brno-Masná,,,,13.0,,17.0,7.0,2022-08-28 00:29:59.000000
Brno-Tuřany,4.5,9.8,,13.0,48.7,17.4,12.0,2022-08-28 00:29:59.000000
Brno-Úvoz (hot spot),,17.0,,12.0,,15.3,7.0,2022-08-28 00:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 00:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 00:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-28 01:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 01:29:59.000000
Brno-Líšeň,,,,,,19.1,0.0,2022-08-28 01:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 01:29:59.000000
Brno-Masná,,,,,,14.9,0.0,2022-08-28 01:29:59.000000
Brno-Tuřany,,,,,,15.5,0.0,2022-08-28 01:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-28 01:29:59.000000
Brno - Dětská nemocnice,,,,,,16.5,0.0,2022-08-28 01:29:59.000000
Brno-Úvoz (hot spot),,,,,,13.7,0.0,2022-08-28 01:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-28 01:29:59.000000
Brno - Dětská nemocnice,,,,,,15.9,0.0,2022-08-28 02:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-28 02:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-28 02:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 02:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 02:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-28 02:29:59.000000
Brno-Masná,,,,,,14.9,0.0,2022-08-28 02:29:59.000000
Brno-Líšeň,,,,,,17.7,0.0,2022-08-28 02:29:59.000000
Brno-Úvoz (hot spot),,,,,,13.6,0.0,2022-08-28 02:29:59.000000
Brno-Tuřany,,,,,,14.7,0.0,2022-08-28 02:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-28 03:29:59.000000
Brno - Dětská nemocnice,,6.5,,13.0,46.9,15.8,10.0,2022-08-28 03:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-28 03:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 03:29:59.000000
Brno-Líšeň,,,,13.0,,17.5,4.0,2022-08-28 03:29:59.000000
Brno-Úvoz (hot spot),,11.7,,12.0,,13.5,6.0,2022-08-28 03:29:59.000000
Brno-Masná,,,,12.0,,14.7,6.0,2022-08-28 03:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 03:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-28 03:29:59.000000
Brno-Tuřany,4.5,8.0,,7.0,50.9,14.4,9.0,2022-08-28 03:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-28 04:29:59.000000
Brno-Úvoz (hot spot),,,,,,13.8,0.0,2022-08-28 04:29:59.000000
Brno - Dětská nemocnice,,,,,,15.3,0.0,2022-08-28 04:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-28 04:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-28 04:29:59.000000
Brno-Líšeň,,,,,,17.2,0.0,2022-08-28 04:29:59.000000
Brno-Masná,,,,,,15.5,0.0,2022-08-28 04:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 04:29:59.000000
Brno-Tuřany,,,,,,14.0,0.0,2022-08-28 04:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 04:29:59.000000
Brno-Arboretum,,,,,,0.0,0.0,2022-08-28 05:29:59.000000
Brno-Tuřany,,,,,,14.3,0.0,2022-08-28 05:29:59.000000
Brno - Dětská nemocnice,,,,,,15.2,0.0,2022-08-28 05:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 05:29:59.000000
Brno-Zvonařka,,,,,,0.0,0.0,2022-08-28 05:29:59.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 05:29:59.000000
Brno-Úvoz (hot spot),,,,,,13.9,0.0,2022-08-28 05:29:59.000000
Brno-Líšeň,,,,,,17.3,0.0,2022-08-28 05:29:59.000000
Brno-Masná,,,,,,15.9,0.0,2022-08-28 05:29:59.000000
Brno-Lány,,,,,,0.0,0.0,2022-08-28 05:29:59.000000
Brno-Svatoplukova,,,,,,0.0,0.0,2022-08-28 06:30:00.000000
Brno - Dětská nemocnice,,8.2,,20.0,28.5,15.4,4.0,2022-08-28 06:30:00.000000
Brno-Výstaviště,,,,,,0.0,0.0,2022-08-28 06:30:00.000000
