OBJECTID,ID_LOKALITY,DATUM_CAS,DATUM_CAS_TEXT,CAS,DEN,DEN_TEXT,MESIC,MESIC_TEXT,POCET_PRUJEZDU_ZLEVA,POCET_PRUJEZDU_ZPRAVA,POCET_PRUJEZDU_SOUCET
24707,M016,2023/08/08 18:00:00+00,08.08.2023 18:00-19:00,18:00-19:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,16,11,27
24708,M016,2023/08/08 18:59:59+00,08.08.2023 19:00-20:00,19:00-20:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,4,4,8
24709,M016,2023/08/08 20:00:00+00,08.08.2023 20:00-21:00,20:00-21:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,3,0,3
24710,M016,2023/08/08 21:00:00+00,08.08.2023 21:00-22:00,21:00-22:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,1,0,1
24711,M016,2023/08/08 21:59:59+00,08.08.2023 22:00-23:00,22:00-23:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24712,M016,2023/08/08 23:00:00+00,08.08.2023 23:00-24:00,23:00-24:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,1,1
24713,M027,2023/08/08 00:00:00+00,08.08.2023 00:00-01:00,00:00-01:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24714,M027,2023/08/08 00:59:59+00,08.08.2023 01:00-02:00,01:00-02:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24715,M027,2023/08/08 02:00:00+00,08.08.2023 02:00-03:00,02:00-03:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24716,M027,2023/08/08 03:00:00+00,08.08.2023 03:00-04:00,03:00-04:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24717,M027,2023/08/08 03:59:59+00,08.08.2023 04:00-05:00,04:00-05:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24718,M027,2023/08/08 05:00:00+00,08.08.2023 05:00-06:00,05:00-06:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24719,M027,2023/08/08 06:00:00+00,08.08.2023 06:00-07:00,06:00-07:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24720,M027,2023/08/08 06:59:59+00,08.08.2023 07:00-08:00,07:00-08:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24721,M027,2023/08/08 08:00:00+00,08.08.2023 08:00-09:00,08:00-09:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24722,M027,2023/08/08 09:00:00+00,08.08.2023 09:00-10:00,09:00-10:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24723,M027,2023/08/08 09:59:59+00,08.08.2023 10:00-11:00,10:00-11:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24724,M027,2023/08/08 11:00:00+00,08.08.2023 11:00-12:00,11:00-12:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24725,M027,2023/08/08 12:00:00+00,08.08.2023 12:00-13:00,12:00-13:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24726,M027,2023/08/08 12:59:59+00,08.08.2023 13:00-14:00,13:00-14:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24727,M027,2023/08/08 14:00:00+00,08.08.2023 14:00-15:00,14:00-15:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24728,M027,2023/08/08 15:00:00+00,08.08.2023 15:00-16:00,15:00-16:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24729,M027,2023/08/08 15:59:59+00,08.08.2023 16:00-17:00,16:00-17:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24730,M027,2023/08/08 17:00:00+00,08.08.2023 17:00-18:00,17:00-18:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24731,M027,2023/08/08 18:00:00+00,08.08.2023 18:00-19:00,18:00-19:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24732,M027,2023/08/08 18:59:59+00,08.08.2023 19:00-20:00,19:00-20:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24733,M027,2023/08/08 20:00:00+00,08.08.2023 20:00-21:00,20:00-21:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24734,M027,2023/08/08 21:00:00+00,08.08.2023 21:00-22:00,21:00-22:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24735,M027,2023/08/08 21:59:59+00,08.08.2023 22:00-23:00,22:00-23:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24736,M027,2023/08/08 23:00:00+00,08.08.2023 23:00-24:00,23:00-24:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24737,M028,2023/08/08 00:00:00+00,08.08.2023 00:00-01:00,00:00-01:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24738,M028,2023/08/08 00:59:59+00,08.08.2023 01:00-02:00,01:00-02:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,1,1
24739,M028,2023/08/08 02:00:00+00,08.08.2023 02:00-03:00,02:00-03:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24740,M028,2023/08/08 03:00:00+00,08.08.2023 03:00-04:00,03:00-04:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24741,M028,2023/08/08 03:59:59+00,08.08.2023 04:00-05:00,04:00-05:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,2,0,2
24742,M028,2023/08/08 05:00:00+00,08.08.2023 05:00-06:00,05:00-06:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,4,1,5
24743,M028,2023/08/08 06:00:00+00,08.08.2023 06:00-07:00,06:00-07:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,3,5,8
24744,M028,2023/08/08 06:59:59+00,08.08.2023 07:00-08:00,07:00-08:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,5,2,7
24745,M028,2023/08/08 08:00:00+00,08.08.2023 08:00-09:00,08:00-09:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,1,0,1
24746,M028,2023/08/08 09:00:00+00,08.08.2023 09:00-10:00,09:00-10:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,11,5,16
24747,M028,2023/08/08 09:59:59+00,08.08.2023 10:00-11:00,10:00-11:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,5,8,13
24748,M028,2023/08/08 11:00:00+00,08.08.2023 11:00-12:00,11:00-12:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,2,1,3
24749,M028,2023/08/08 12:00:00+00,08.08.2023 12:00-13:00,12:00-13:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,7,6,13
24750,M028,2023/08/08 12:59:59+00,08.08.2023 13:00-14:00,13:00-14:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,4,9,13
24751,M028,2023/08/08 14:00:00+00,08.08.2023 14:00-15:00,14:00-15:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,2,4,6
24752,M028,2023/08/08 15:00:00+00,08.08.2023 15:00-16:00,15:00-16:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,11,3,14
24753,M028,2023/08/08 15:59:59+00,08.08.2023 16:00-17:00,16:00-17:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,3,6,9
24754,M028,2023/08/08 17:00:00+00,08.08.2023 17:00-18:00,17:00-18:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,4,3,7
24755,M028,2023/08/08 18:00:00+00,08.08.2023 18:00-19:00,18:00-19:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,4,1,5
24756,M028,2023/08/08 18:59:59+00,08.08.2023 19:00-20:00,19:00-20:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,2,0,2
24757,M028,2023/08/08 20:00:00+00,08.08.2023 20:00-21:00,20:00-21:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,1,1
24758,M028,2023/08/08 21:00:00+00,08.08.2023 21:00-22:00,21:00-22:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24759,M028,2023/08/08 21:59:59+00,08.08.2023 22:00-23:00,22:00-23:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
24760,M028,2023/08/08 23:00:00+00,08.08.2023 23:00-24:00,23:00-24:00,2023/08/08 00:00:00+00,08.08.2023 ,2023/08,Srpen 2023,0,0,0
25089,M016,2023/08/09 00:00:00+00,09.08.2023 00:00-01:00,00:00-01:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25090,M016,2023/08/09 00:59:59+00,09.08.2023 01:00-02:00,01:00-02:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25091,M016,2023/08/09 02:00:00+00,09.08.2023 02:00-03:00,02:00-03:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,1,0,1
25092,M016,2023/08/09 03:00:00+00,09.08.2023 03:00-04:00,03:00-04:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,1,1
25093,M016,2023/08/09 03:59:59+00,09.08.2023 04:00-05:00,04:00-05:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25094,M016,2023/08/09 05:00:00+00,09.08.2023 05:00-06:00,05:00-06:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,1,1
25095,M016,2023/08/09 06:00:00+00,09.08.2023 06:00-07:00,06:00-07:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,1,1
25096,M016,2023/08/09 06:59:59+00,09.08.2023 07:00-08:00,07:00-08:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,4,8,12
25097,M016,2023/08/09 08:00:00+00,09.08.2023 08:00-09:00,08:00-09:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,10,8,18
25098,M016,2023/08/09 09:00:00+00,09.08.2023 09:00-10:00,09:00-10:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,10,12,22
25099,M016,2023/08/09 09:59:59+00,09.08.2023 10:00-11:00,10:00-11:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,13,14,27
25100,M016,2023/08/09 11:00:00+00,09.08.2023 11:00-12:00,11:00-12:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,30,25,55
25101,M016,2023/08/09 12:00:00+00,09.08.2023 12:00-13:00,12:00-13:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,53,45,98
25102,M016,2023/08/09 12:59:59+00,09.08.2023 13:00-14:00,13:00-14:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,73,104,177
25103,M016,2023/08/09 14:00:00+00,09.08.2023 14:00-15:00,14:00-15:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,78,96,174
25104,M016,2023/08/09 15:00:00+00,09.08.2023 15:00-16:00,15:00-16:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,98,67,165
25105,M016,2023/08/09 15:59:59+00,09.08.2023 16:00-17:00,16:00-17:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,98,79,177
25106,M016,2023/08/09 17:00:00+00,09.08.2023 17:00-18:00,17:00-18:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,71,50,121
25107,M016,2023/08/09 18:00:00+00,09.08.2023 18:00-19:00,18:00-19:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,28,29,57
25108,M016,2023/08/09 18:59:59+00,09.08.2023 19:00-20:00,19:00-20:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,7,8,15
25109,M016,2023/08/09 20:00:00+00,09.08.2023 20:00-21:00,20:00-21:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,1,2,3
25110,M016,2023/08/09 21:00:00+00,09.08.2023 21:00-22:00,21:00-22:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,2,2,4
25111,M016,2023/08/09 21:59:59+00,09.08.2023 22:00-23:00,22:00-23:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25112,M016,2023/08/09 23:00:00+00,09.08.2023 23:00-24:00,23:00-24:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25113,M027,2023/08/09 00:00:00+00,09.08.2023 00:00-01:00,00:00-01:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25114,M027,2023/08/09 00:59:59+00,09.08.2023 01:00-02:00,01:00-02:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25115,M027,2023/08/09 02:00:00+00,09.08.2023 02:00-03:00,02:00-03:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25116,M027,2023/08/09 03:00:00+00,09.08.2023 03:00-04:00,03:00-04:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25117,M027,2023/08/09 03:59:59+00,09.08.2023 04:00-05:00,04:00-05:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25118,M027,2023/08/09 05:00:00+00,09.08.2023 05:00-06:00,05:00-06:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25119,M027,2023/08/09 06:00:00+00,09.08.2023 06:00-07:00,06:00-07:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25120,M027,2023/08/09 06:59:59+00,09.08.2023 07:00-08:00,07:00-08:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25121,M027,2023/08/09 08:00:00+00,09.08.2023 08:00-09:00,08:00-09:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25122,M027,2023/08/09 09:00:00+00,09.08.2023 09:00-10:00,09:00-10:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25123,M027,2023/08/09 09:59:59+00,09.08.2023 10:00-11:00,10:00-11:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25124,M027,2023/08/09 11:00:00+00,09.08.2023 11:00-12:00,11:00-12:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25125,M027,2023/08/09 12:00:00+00,09.08.2023 12:00-13:00,12:00-13:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25126,M027,2023/08/09 12:59:59+00,09.08.2023 13:00-14:00,13:00-14:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25127,M027,2023/08/09 14:00:00+00,09.08.2023 14:00-15:00,14:00-15:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25128,M027,2023/08/09 15:00:00+00,09.08.2023 15:00-16:00,15:00-16:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25129,M027,2023/08/09 15:59:59+00,09.08.2023 16:00-17:00,16:00-17:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25130,M027,2023/08/09 17:00:00+00,09.08.2023 17:00-18:00,17:00-18:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25131,M027,2023/08/09 18:00:00+00,09.08.2023 18:00-19:00,18:00-19:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25132,M027,2023/08/09 18:59:59+00,09.08.2023 19:00-20:00,19:00-20:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25133,M027,2023/08/09 20:00:00+00,09.08.2023 20:00-21:00,20:00-21:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25134,M027,2023/08/09 21:00:00+00,09.08.2023 21:00-22:00,21:00-22:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25135,M027,2023/08/09 21:59:59+00,09.08.2023 22:00-23:00,22:00-23:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25136,M027,2023/08/09 23:00:00+00,09.08.2023 23:00-24:00,23:00-24:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25137,M028,2023/08/09 00:00:00+00,09.08.2023 00:00-01:00,00:00-01:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25138,M028,2023/08/09 00:59:59+00,09.08.2023 01:00-02:00,01:00-02:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25139,M028,2023/08/09 02:00:00+00,09.08.2023 02:00-03:00,02:00-03:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25140,M028,2023/08/09 03:00:00+00,09.08.2023 03:00-04:00,03:00-04:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25141,M028,2023/08/09 03:59:59+00,09.08.2023 04:00-05:00,04:00-05:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,1,0,1
25142,M028,2023/08/09 05:00:00+00,09.08.2023 05:00-06:00,05:00-06:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,2,1,3
25143,M028,2023/08/09 06:00:00+00,09.08.2023 06:00-07:00,06:00-07:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,2,1,3
25144,M028,2023/08/09 06:59:59+00,09.08.2023 07:00-08:00,07:00-08:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,1,1
25145,M028,2023/08/09 08:00:00+00,09.08.2023 08:00-09:00,08:00-09:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,3,0,3
25146,M028,2023/08/09 09:00:00+00,09.08.2023 09:00-10:00,09:00-10:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,1,3,4
25147,M028,2023/08/09 09:59:59+00,09.08.2023 10:00-11:00,10:00-11:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,1,3,4
25148,M028,2023/08/09 11:00:00+00,09.08.2023 11:00-12:00,11:00-12:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,1,0,1
25149,M028,2023/08/09 12:00:00+00,09.08.2023 12:00-13:00,12:00-13:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,6,3,9
25150,M028,2023/08/09 12:59:59+00,09.08.2023 13:00-14:00,13:00-14:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,6,12,18
25151,M028,2023/08/09 14:00:00+00,09.08.2023 14:00-15:00,14:00-15:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,4,9,13
25152,M028,2023/08/09 15:00:00+00,09.08.2023 15:00-16:00,15:00-16:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,6,5,11
25153,M028,2023/08/09 15:59:59+00,09.08.2023 16:00-17:00,16:00-17:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,4,8,12
25154,M028,2023/08/09 17:00:00+00,09.08.2023 17:00-18:00,17:00-18:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,5,8,13
25155,M028,2023/08/09 18:00:00+00,09.08.2023 18:00-19:00,18:00-19:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,4,2,6
25156,M028,2023/08/09 18:59:59+00,09.08.2023 19:00-20:00,19:00-20:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,3,3
25157,M028,2023/08/09 20:00:00+00,09.08.2023 20:00-21:00,20:00-21:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25158,M028,2023/08/09 21:00:00+00,09.08.2023 21:00-22:00,21:00-22:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25159,M028,2023/08/09 21:59:59+00,09.08.2023 22:00-23:00,22:00-23:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25160,M028,2023/08/09 23:00:00+00,09.08.2023 23:00-24:00,23:00-24:00,2023/08/09 00:00:00+00,09.08.2023 ,2023/08,Srpen 2023,0,0,0
25489,M016,2023/08/10 00:00:00+00,10.08.2023 00:00-01:00,00:00-01:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25490,M016,2023/08/10 00:59:59+00,10.08.2023 01:00-02:00,01:00-02:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25491,M016,2023/08/10 02:00:00+00,10.08.2023 02:00-03:00,02:00-03:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,1,0,1
25492,M016,2023/08/10 03:00:00+00,10.08.2023 03:00-04:00,03:00-04:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,1,1
25493,M016,2023/08/10 03:59:59+00,10.08.2023 04:00-05:00,04:00-05:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,2,1,3
25494,M016,2023/08/10 05:00:00+00,10.08.2023 05:00-06:00,05:00-06:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,2,3,5
25495,M016,2023/08/10 06:00:00+00,10.08.2023 06:00-07:00,06:00-07:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,7,6,13
25496,M016,2023/08/10 06:59:59+00,10.08.2023 07:00-08:00,07:00-08:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,14,16,30
25497,M016,2023/08/10 08:00:00+00,10.08.2023 08:00-09:00,08:00-09:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,41,62,103
25498,M016,2023/08/10 09:00:00+00,10.08.2023 09:00-10:00,09:00-10:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,48,32,80
25499,M016,2023/08/10 09:59:59+00,10.08.2023 10:00-11:00,10:00-11:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,36,33,69
25500,M016,2023/08/10 11:00:00+00,10.08.2023 11:00-12:00,11:00-12:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,56,51,107
25501,M016,2023/08/10 12:00:00+00,10.08.2023 12:00-13:00,12:00-13:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,102,80,182
25502,M016,2023/08/10 12:59:59+00,10.08.2023 13:00-14:00,13:00-14:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,97,74,171
25503,M016,2023/08/10 14:00:00+00,10.08.2023 14:00-15:00,14:00-15:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,131,93,224
25504,M016,2023/08/10 15:00:00+00,10.08.2023 15:00-16:00,15:00-16:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,119,96,215
25505,M016,2023/08/10 15:59:59+00,10.08.2023 16:00-17:00,16:00-17:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,74,77,151
25506,M016,2023/08/10 17:00:00+00,10.08.2023 17:00-18:00,17:00-18:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,54,56,110
25507,M016,2023/08/10 18:00:00+00,10.08.2023 18:00-19:00,18:00-19:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,27,17,44
25508,M016,2023/08/10 18:59:59+00,10.08.2023 19:00-20:00,19:00-20:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,12,7,19
25509,M016,2023/08/10 20:00:00+00,10.08.2023 20:00-21:00,20:00-21:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,2,3,5
25510,M016,2023/08/10 21:00:00+00,10.08.2023 21:00-22:00,21:00-22:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,3,2,5
25511,M016,2023/08/10 21:59:59+00,10.08.2023 22:00-23:00,22:00-23:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,1,1
25512,M016,2023/08/10 23:00:00+00,10.08.2023 23:00-24:00,23:00-24:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,1,0,1
25513,M027,2023/08/10 00:00:00+00,10.08.2023 00:00-01:00,00:00-01:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25514,M027,2023/08/10 00:59:59+00,10.08.2023 01:00-02:00,01:00-02:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25515,M027,2023/08/10 02:00:00+00,10.08.2023 02:00-03:00,02:00-03:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25516,M027,2023/08/10 03:00:00+00,10.08.2023 03:00-04:00,03:00-04:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25517,M027,2023/08/10 03:59:59+00,10.08.2023 04:00-05:00,04:00-05:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25518,M027,2023/08/10 05:00:00+00,10.08.2023 05:00-06:00,05:00-06:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25519,M027,2023/08/10 06:00:00+00,10.08.2023 06:00-07:00,06:00-07:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
25520,M027,2023/08/10 06:59:59+00,10.08.2023 07:00-08:00,07:00-08:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,1,2,3
25521,M027,2023/08/10 08:00:00+00,10.08.2023 08:00-09:00,08:00-09:00,2023/08/10 00:00:00+00,10.08.2023 ,2023/08,Srpen 2023,0,0,0
